Name of the anime,Rating,Ranking,Followers,Type,Episodes,License,Study,Genre,Demographics,Age
Gintama°,9.09,337,"483,630",TV,51,"Funimation,Crunchyroll",Bandai Namco Pictures,"Action,Comedy,Sci-Fi",Shounen,PG-13 - Teens 13 or older
God Eater,7.24,338,"479,102",TV,13,Aniplex of America,ufotable,"Action,Fantasy,Sci-Fi",NULL,R - 17+ (violence & profanity)
Absolute Duo,6.47,339,"478,098",TV,12,Funimation,8bit,"Action,Romance,Supernatural,Ecchi",NULL,R - 17+ (violence & profanity)
Nekomonogatari: Kuro,7.95,340,"476,796",TV,4,Aniplex of America,Shaft,"Comedy,Romance,Supernatural,Ecchi",NULL,R - 17+ (violence & profanity)
Saiki Kusuo no Ψ-nan 2,8.44,341,"476,856",TV,24,None found,"J.C.Staff,       Egg Firm","Comedy,Slice of Life,Supernatural",Shounen,PG-13 - Teens 13 or older
5-toubun no Hanayome ∬,8.15,342,"478,641",TV,12,None found,Bibury Animation Studios,"Comedy,Romance",Shounen,PG-13 - Teens 13 or older
Gosick,8.08,343,"471,140",TV,24,Funimation,Bones,"Drama,Mystery,Romance",NULL,R - 17+ (violence & profanity)
Boku wa Tomodachi ga Sukunai Next,7.34,344,"471,446",TV,12,Funimation,AIC Build,"Comedy,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Shokugeki no Souma: Shin no Sara,7.75,345,"472,881",TV,12,None found,J.C.Staff,"Gourmet,Ecchi",Shounen,PG-13 - Teens 13 or older
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.99,346,"468,800",TV,13,Aniplex of America,A-1 Pictures,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
Arifureta Shokugyou de Sekai Saikyou,6.63,347,"472,004",TV,13,Funimation,"asread.,       White Fox","Action,Adventure,Fantasy",NULL,PG-13 - Teens 13 or older
Suzumiya Haruhi no Yuuutsu (2009),7.22,348,"464,917",TV,14,"Funimation,Bandai Entertainment",Kyoto Animation,"Comedy,Mystery,Romance,Sci-Fi,Slice of Life",NULL,PG-13 - Teens 13 or older
Aldnoah.Zero,7.41,349,"463,855",TV,12,Aniplex of America,"A-1 Pictures,       TROYCA","Action,Sci-Fi",NULL,R - 17+ (violence & profanity)
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.74,350,"465,392",TV,12,Sentai Filmworks,A-1 Pictures,"Action,Adventure,Fantasy",NULL,R - 17+ (violence & profanity)
Drifters,7.92,351,"465,250",TV,12,Funimation,Hoods Drifters Studio,"Action,Adventure,Comedy,Fantasy",Seinen,R - 17+ (violence & profanity)
Summer Wars,8.06,352,"461,667",Movie,1,"Funimation,Warner Bros. Japan,GKIDS",Madhouse,"Comedy,Sci-Fi",NULL,PG-13 - Teens 13 or older
The Last: Naruto the Movie,7.77,353,"461,551",Movie,1,VIZ Media,Studio Pierrot,"Action,Romance",Shounen,PG-13 - Teens 13 or older
Natsume Yuujinchou,8.32,354,"457,486",TV,13,"NIS America,Inc.",Brain's Base,"Drama,Slice of Life,Supernatural",Shoujo,PG-13 - Teens 13 or older
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.51,355,"457,358",TV,12,Funimation,White Fox,"Action,Adventure,Comedy,Fantasy",NULL,PG-13 - Teens 13 or older
Majo no Takkyuubin,8.22,356,"451,731",Movie,1,"Walt Disney Studios,GKIDS",Studio Ghibli,"Adventure,Comedy,Drama,Fantasy",NULL,G - All Ages
Musaigen no Phantom World,6.87,357,"453,533",TV,13,"Funimation,Crunchyroll",Kyoto Animation,"Action,Comedy,Fantasy,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Great Pretender,8.3,358,"456,814",TV,23,None found,Wit Studio,"Action,Adventure,Comedy,Mystery",NULL,R - 17+ (violence & profanity)
Zero no Tsukaima: Futatsuki no Kishi,7.44,359,"449,278",TV,12,Sentai Filmworks,J.C.Staff,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Karakai Jouzu no Takagi-san,7.73,360,"452,543",TV,12,Funimation,Shin-Ei Animation,"Comedy,Romance,Slice of Life",Shounen,PG-13 - Teens 13 or older
Ichiban Ushiro no Daimaou,6.81,361,"448,428",TV,12,Sentai Filmworks,Artland,"Action,Comedy,Fantasy,Ecchi",NULL,PG-13 - Teens 13 or older
Inu x Boku SS,7.42,362,"446,418",TV,12,Sentai Filmworks,David Production,"Comedy,Romance,Supernatural",Shounen,PG-13 - Teens 13 or older
Evangelion: 1.0 You Are (Not) Alone,8.03,363,"445,086",Movie,1,Funimation,Khara,"Action,Drama,Sci-Fi",NULL,PG-13 - Teens 13 or older
Hajime no Ippo,8.74,364,"443,903",TV,75,"Discotek Media,Geneon Entertainment USA",Madhouse,"Comedy,Drama,Sports",Shounen,PG-13 - Teens 13 or older
Gake no Ue no Ponyo,7.89,365,"442,160",Movie,1,Walt Disney Studios,Studio Ghibli,"Adventure,Fantasy",NULL,G - All Ages
Full Metal Panic!,7.63,366,"441,097",TV,24,"ADV Films,Funimation",Gonzo,"Action,Comedy,Sci-Fi",NULL,R - 17+ (violence & profanity)
Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.77,367,"441,627",TV,12,Funimation,Project No.9,"Comedy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Kizumonogatari I: Tekketsu-hen,8.39,368,"435,885",Movie,1,Aniplex of America,Shaft,NULL,NULL,R - 17+ (violence & profanity)
Tsuki ga Kirei,8.12,369,"436,767",TV,12,"Funimation,Crunchyroll",feel.,NULL,NULL,PG-13 - Teens 13 or older
Seitokai Yakuindomo,7.58,370,"432,541",TV,13,Sentai Filmworks,GoHands,"Comedy,Slice of Life",Shounen,R - 17+ (violence & profanity)
Chobits,7.42,371,"431,422",TV,26,"Funimation,Geneon Entertainment USA",Madhouse,"Comedy,Drama,Romance,Sci-Fi,Ecchi",Seinen,PG-13 - Teens 13 or older
Mayo Chiki!,7.27,372,"431,849",TV,13,Sentai Filmworks,feel.,"Comedy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Usagi Drop,8.4,373,"431,077",TV,11,"NIS America,Inc.",Production I.G,NULL,Josei,PG-13 - Teens 13 or older
Sword Art Online: Alicization - War of Underworld 2nd Season,7.44,374,"435,319",TV,11,Aniplex of America,A-1 Pictures,"Action,Adventure,Fantasy,Romance",NULL,R - 17+ (violence & profanity)
Hige wo Soru. Soshite Joshikousei wo Hirou.,7.34,375,"435,378",TV,13,None found,Project No.9,"Drama,Romance",NULL,PG-13 - Teens 13 or older
Ookami to Koushinryou II,8.34,376,"430,004",TV,12,Funimation,"Brain's Base,       Marvy Jack","Adventure,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
Sousei no Onmyouji,7.31,377,"431,515",TV,50,Crunchyroll,Studio Pierrot,"Action,Fantasy,Romance,Supernatural",Shounen,PG-13 - Teens 13 or older
Black Lagoon: The Second Barrage,8.18,378,"428,797",TV,12,"Funimation,Geneon Entertainment USA",Madhouse,NULL,Seinen,R - 17+ (violence & profanity)
Gintama',9.06,379,"428,771",TV,51,None found,Sunrise,"Action,Comedy,Sci-Fi",Shounen,PG-13 - Teens 13 or older
Rurouni Kenshin: Meiji Kenkaku Romantan,8.3,380,"427,098",TV,94,"Media Blasters,Aniplex of America","Gallop,       Studio Deen","Action,Adventure,Comedy,Romance",Shounen,PG-13 - Teens 13 or older
Evangelion: 2.0 You Can (Not) Advance,8.33,381,"427,683",Movie,1,Funimation,Khara,"Action,Drama,Sci-Fi",NULL,PG-13 - Teens 13 or older
Higurashi no Naku Koro ni Kai,8.2,382,"425,675",TV,24,Sentai Filmworks,Studio Deen,"Mystery,Supernatural,Suspense",NULL,R - 17+ (violence & profanity)
Paprika,8.05,383,"425,708",Movie,1,None found,Madhouse,"Avant Garde,Fantasy,Horror,Mystery,Sci-Fi,Suspense",NULL,R+ - Mild Nudity
Sora no Otoshimono,7.31,384,"425,236",TV,13,Funimation,AIC ASTA,"Comedy,Romance,Sci-Fi,Supernatural,Ecchi",Shounen,PG-13 - Teens 13 or older
Durarara!!x2 Shou,8,385,"426,188",TV,12,Aniplex of America,Shuka,"Action,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Kenja no Mago,6.59,386,"429,121",TV,12,Funimation,SILVER LINK.,"Action,Comedy,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
Tensei shitara Slime Datta Ken 2nd Season Part 2,8.31,387,"423,172",TV,12,None found,8bit,"Action,Adventure,Comedy,Fantasy",NULL,PG-13 - Teens 13 or older
Tokyo Ravens,7.47,388,"424,319",TV,24,Funimation,8bit,"Action,Comedy,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Bungou Stray Dogs 3rd Season,8.2,389,"427,388",TV,12,None found,Bones,"Action,Mystery,Supernatural",Seinen,R - 17+ (violence & profanity)
Megalo Box,7.9,390,"422,599",TV,13,VIZ Media,TMS Entertainment,"Action,Drama,Sci-Fi,Sports",NULL,R - 17+ (violence & profanity)
Isekai wa Smartphone to Tomo ni.,6.18,391,"421,541",TV,12,Funimation,Production Reed,"Adventure,Comedy,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.15,392,"417,417",TV,12,Media Blasters,feel.,"Drama,Romance,Ecchi",NULL,R+ - Mild Nudity
Citrus,6.49,393,"418,295",TV,12,Funimation,Passione,"Drama,Girls Love,Romance",NULL,PG-13 - Teens 13 or older
Jibaku Shounen Hanako-kun,7.83,394,"420,521",TV,12,Funimation,Lerche,"Comedy,Supernatural",Shounen,PG-13 - Teens 13 or older
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.45,395,"419,083",TV,12,Sentai Filmworks,J.C.Staff,"Action,Adventure,Comedy,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
Hajimete no Gal,6.29,396,"416,522",TV,10,Funimation,NAZ,"Comedy,Romance,Ecchi",Shounen,R+ - Mild Nudity
Kaze no Stigma,7.22,397,"408,232",TV,24,Funimation,Gonzo,"Action,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Re:Creators,7.56,398,"410,373",TV,22,None found,TROYCA,"Action,Fantasy,Sci-Fi",NULL,R - 17+ (violence & profanity)
Hinamatsuri (TV),8.18,399,"409,318",TV,12,Funimation,feel.,"Comedy,Sci-Fi,Slice of Life,Supernatural",Seinen,PG-13 - Teens 13 or older
Owarimonogatari,8.46,400,"409,177",TV,12,Aniplex of America,Shaft,"Comedy,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Magi: Sinbad no Bouken (TV),7.87,401,"407,558",TV,13,None found,Lay-duce,"Action,Adventure,Fantasy",Shounen,PG-13 - Teens 13 or older
Toaru Majutsu no Index II,7.57,402,"404,629",TV,24,Funimation,J.C.Staff,"Action,Sci-Fi",NULL,R - 17+ (violence & profanity)
Maoyuu Maou Yuusha,7.27,403,"405,220",TV,12,Sentai Filmworks,Arms,"Adventure,Fantasy,Romance",NULL,PG-13 - Teens 13 or older
Kaifuku Jutsushi no Yarinaoshi,6.31,404,"410,232",TV,12,Sentai Filmworks,TNK,"Adventure,Drama,Fantasy,Ecchi",NULL,R+ - Mild Nudity
Mekakucity Actors,7.05,405,"404,187",TV,12,Aniplex of America,Shaft,"Comedy,Sci-Fi,Supernatural",NULL,PG-13 - Teens 13 or older
Aho Girl,6.83,406,"405,948",TV,12,None found,Diomedéa,"Comedy,Romance",Shounen,PG-13 - Teens 13 or older
Hentai Ouji to Warawanai Neko.,7.2,407,"403,314",TV,12,Sentai Filmworks,J.C.Staff,"Comedy,Romance,Supernatural",NULL,PG-13 - Teens 13 or older
Sora yori mo Tooi Basho,8.55,408,"404,648",TV,13,None found,Madhouse,"Adventure,Comedy,Drama",NULL,PG-13 - Teens 13 or older
Boku no Hero Academia the Movie 2: Heroes:Rising,8.05,409,"406,426",Movie,1,Funimation,Bones,NULL,Shounen,PG-13 - Teens 13 or older
Shingeki no Kyojin: Kuinaki Sentaku,8.41,410,"403,753",OVA,2,None found,Wit Studio,"Action,Fantasy",Shoujo,R - 17+ (violence & profanity)
Darwin's Game,7.27,411,"406,262",TV,11,Aniplex of America,Nexus,"Action,Mystery,Sci-Fi",Shounen,R - 17+ (violence & profanity)
Zombieland Saga,7.52,412,"402,655",TV,12,Funimation,MAPPA,"Comedy,Supernatural",NULL,R - 17+ (violence & profanity)
Koukyoushihen Eureka Seven,8.07,413,"399,016",TV,50,"Funimation,Bandai Entertainment",Bones,"Adventure,Drama,Romance,Sci-Fi",NULL,PG-13 - Teens 13 or older
Zero no Tsukaima: Princesses no Rondo,7.36,414,"398,661",TV,12,Sentai Filmworks,J.C.Staff,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Given,8.35,415,"404,171",TV,11,None found,Lerche,"Boys Love,Drama,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Fate/Apocrypha,7.17,416,"399,020",TV,25,Aniplex of America,A-1 Pictures,"Action,Drama,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Love Live! School Idol Project,7.42,417,"396,862",TV,13,"NIS America,Inc.",Sunrise,NULL,NULL,PG-13 - Teens 13 or older
Fairy Tail: Final Series,7.53,418,"396,909",TV,51,Funimation,"A-1 Pictures,       Bridge,       CloverWorks","Action,Adventure,Comedy,Fantasy",Shounen,PG-13 - Teens 13 or older
Ookami Shoujo to Kuro Ouji,7.1,419,"395,452",TV,12,Sentai Filmworks,TYO Animations,"Comedy,Romance",Shoujo,PG-13 - Teens 13 or older
Chihayafuru,8.21,420,"393,237",TV,25,Sentai Filmworks,Madhouse,"Drama,Slice of Life,Sports",Josei,PG-13 - Teens 13 or older
Death March kara Hajimaru Isekai Kyousoukyoku,6.49,421,"394,437",TV,12,Funimation,"SILVER LINK.,       Connect","Adventure,Fantasy",NULL,PG-13 - Teens 13 or older
Tenkuu no Shiro Laputa,8.28,422,"390,000",Movie,1,"Walt Disney Studios,GKIDS",Studio Ghibli,"Adventure,Fantasy,Romance,Sci-Fi",NULL,PG - Children
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,6.99,423,"390,232",TV,13,Aniplex of America,A-1 Pictures,"Comedy,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Shirobako,8.32,424,"391,245",TV,24,Sentai Filmworks,P.A. Works,"Comedy,Drama",NULL,PG-13 - Teens 13 or older
Pandora Hearts,7.69,425,"389,384",TV,25,"NIS America,Inc.",Xebec,"Adventure,Fantasy,Mystery,Supernatural",Shounen,PG-13 - Teens 13 or older
Gabriel DropOut,7.47,426,"390,206",TV,12,None found,Doga Kobo,"Comedy,Supernatural",Shounen,PG-13 - Teens 13 or older
Working!!,7.67,427,"387,737",TV,13,"NIS America,Inc.",A-1 Pictures,"Comedy,Romance,Slice of Life",Seinen,PG-13 - Teens 13 or older
High School DxD Hero,7.26,428,"389,685",TV,12,Funimation,Passione,"Action,Comedy,Romance,Ecchi",NULL,R+ - Mild Nudity
Net-juu no Susume,7.59,429,"385,791",ONA,10,Funimation,Signal.MD,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
Shokugeki no Souma: Gou no Sara,7.33,430,"388,561",TV,13,None found,J.C.Staff,"Gourmet,Ecchi",Shounen,PG-13 - Teens 13 or older
Dagashi Kashi,6.61,431,"385,235",TV,12,Funimation,feel.,"Comedy,Gourmet,Slice of Life",Shounen,PG-13 - Teens 13 or older
Boruto: Naruto the Movie,7.45,432,"385,038",Movie,1,VIZ Media,Studio Pierrot,"Action,Comedy",Shounen,PG-13 - Teens 13 or older
86,8.2,433,"395,406",TV,11,None found,A-1 Pictures,"Action,Drama,Sci-Fi",NULL,R - 17+ (violence & profanity)
Kimi ni Todoke 2nd Season,8,434,"381,077",TV,12,"NIS America,Inc.",Production I.G,"Drama,Romance,Slice of Life",Shoujo,PG-13 - Teens 13 or older
Gakkougurashi!,7.62,435,"381,433",TV,12,Sentai Filmworks,Lerche,"Horror,Mystery,Slice of Life",NULL,R - 17+ (violence & profanity)
Dorohedoro,8.08,436,"384,052",TV,12,Netflix,MAPPA,"Action,Comedy,Fantasy,Horror",Seinen,R - 17+ (violence & profanity)
Ishuzoku Reviewers,7.5,437,"381,542",TV,12,None found,Passione,"Comedy,Fantasy,Ecchi",NULL,R+ - Mild Nudity
Steins Gate: Oukoubakko no Poriomania,8.31,438,"379,466",Special,1,Funimation,White Fox,"Comedy,Sci-Fi",NULL,PG-13 - Teens 13 or older
Hibike! Euphonium,8,439,"380,502",TV,13,Ponycan USA,Kyoto Animation,NULL,NULL,PG-13 - Teens 13 or older
Yuru Camp△,8.27,440,"380,389",TV,12,None found,C-Station,"Comedy,Slice of Life",NULL,PG-13 - Teens 13 or older
No.6,7.57,441,"377,018",TV,11,Sentai Filmworks,Bones,"Action,Drama,Mystery,Sci-Fi",NULL,R - 17+ (violence & profanity)
Darker than Black: Ryuusei no Gemini,7.45,442,"375,952",TV,12,Funimation,Bones,"Action,Mystery,Sci-Fi",NULL,R - 17+ (violence & profanity)
Cardcaptor Sakura,8.15,443,"373,679",TV,70,"Nelvana,NIS America,Inc.,Geneon Entertainment USA",Madhouse,"Adventure,Comedy,Drama,Fantasy,Romance",Shoujo,PG - Children
Tanaka-kun wa Itsumo Kedaruge,7.87,444,"376,067",TV,12,Sentai Filmworks,SILVER LINK.,"Comedy,Slice of Life",NULL,PG-13 - Teens 13 or older
New Game!,7.59,445,"374,880",TV,12,"Funimation,Crunchyroll",Doga Kobo,"Comedy,Slice of Life",NULL,PG-13 - Teens 13 or older
Rosario to Vampire Capu2,6.94,446,"372,108",TV,13,Funimation,Gonzo,"Comedy,Fantasy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Hanamonogatari,7.96,447,"371,627",TV,5,Aniplex of America,Shaft,"Comedy,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Kizumonogatari III: Reiketsu-hen,8.81,448,"370,907",Movie,1,Aniplex of America,Shaft,"Action,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,449,"368,525",TV,12,Sentai Filmworks,J.C.Staff,"Action,Adventure,Fantasy",NULL,PG-13 - Teens 13 or older
Shingeki no Kyojin OVA,7.85,450,"366,872",OVA,3,None found,Wit Studio,"Action,Drama,Fantasy",Shounen,R - 17+ (violence & profanity)
Zero no Tsukaima F,7.48,451,"365,536",TV,12,Sentai Filmworks,J.C.Staff,"Adventure,Fantasy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Gakusen Toshi Asterisk 2nd Season,7.04,452,"366,616",TV,12,Aniplex of America,A-1 Pictures,"Comedy,Fantasy,Romance,Sci-Fi,Supernatural,Ecchi",NULL,PG-13 - Teens 13 or older
SK∞,8.04,453,"370,889",TV,12,Aniplex of America,Bones,"Comedy,Sports",NULL,PG-13 - Teens 13 or older
Kara no Kyoukai 1: Fukan Fuukei,7.61,454,"364,083",Movie,1,Aniplex of America,ufotable,"Action,Mystery,Supernatural,Suspense",NULL,R - 17+ (violence & profanity)
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.21,455,"364,036",TV,10,Sentai Filmworks,Diomedéa,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
"Dakara Boku wa, H ga Dekinai.",6.59,456,"364,133",TV,12,Sentai Filmworks,feel.,"Comedy,Romance,Supernatural,Ecchi",NULL,R+ - Mild Nudity
Yojouhan Shinwa Taikei,8.59,457,"364,087",TV,11,Funimation,Madhouse,"Comedy,Mystery,Romance",NULL,R - 17+ (violence & profanity)
Kobayashi-san Chi no Maid Dragon S,8.47,458,"362,294",TV,12,None found,Kyoto Animation,"Comedy,Fantasy,Slice of Life",NULL,PG-13 - Teens 13 or older
Watashi ga Motete Dousunda,7.04,459,"365,361",TV,12,"Funimation,Crunchyroll",Brain's Base,"Comedy,Romance",Shoujo,PG-13 - Teens 13 or older
Gleipnir,7.02,460,"365,360",TV,13,Funimation,Pine Jam,"Action,Mystery,Supernatural,Ecchi",Seinen,R - 17+ (violence & profanity)
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.56,461,"366,418",TV,12,Funimation,SILVER LINK.,"Action,Adventure,Comedy,Fantasy,Sci-Fi",NULL,PG-13 - Teens 13 or older
Non Non Biyori,7.95,462,"361,659",TV,12,Sentai Filmworks,SILVER LINK.,"Comedy,Slice of Life",Seinen,PG-13 - Teens 13 or older
Kizumonogatari II: Nekketsu-hen,8.6,463,"363,095",Movie,1,Aniplex of America,Shaft,"Action,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Shingeki no Bahamut: Genesis,7.65,464,"360,782",TV,12,Funimation,MAPPA,"Action,Adventure,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
Inou-Battle wa Nichijou-kei no Naka de,7.1,465,"362,083",TV,12,Sentai Filmworks,Trigger,"Comedy,Romance,Slice of Life,Supernatural",NULL,PG-13 - Teens 13 or older
Tsukimonogatari,8.12,466,"361,580",TV,4,Aniplex of America,Shaft,"Comedy,Mystery,Supernatural,Ecchi",NULL,R - 17+ (violence & profanity)
Sekirei,7.08,467,"359,686",TV,12,Funimation,Seven Arcs,"Action,Comedy,Ecchi",NULL,R+ - Mild Nudity
Free!: Eternal Summer,7.65,468,"359,779",TV,13,Funimation,"Kyoto Animation,       Animation Do","Comedy,Drama,Slice of Life,Sports",NULL,PG-13 - Teens 13 or older
Shingeki no Kyojin: The Final Season Part 2,N/A,469,"357,678",TV,Unknown,None found,MAPPA,"Action,Drama,Fantasy,Mystery",Shounen,R - 17+ (violence & profanity)
Asobi Asobase,8.19,470,"360,744",TV,12,None found,Lerche,NULL,Seinen,PG-13 - Teens 13 or older
Hagure Yuusha no Aesthetica,6.82,471,"357,981",TV,12,Funimation,Arms,"Action,Fantasy,Ecchi",NULL,R+ - Mild Nudity
Demi-chan wa Kataritai,7.58,472,"359,058",TV,12,"Funimation,Crunchyroll",A-1 Pictures,"Comedy,Fantasy",Seinen,PG-13 - Teens 13 or older
Houseki no Kuni (TV),8.4,473,"358,442",TV,12,Sentai Filmworks,Orange,"Action,Drama,Fantasy,Mystery",Seinen,PG-13 - Teens 13 or older
Digimon Adventure,7.77,474,"355,569",TV,54,"Saban Entertainment,Flatiron Film Company",Toei Animation,"Action,Adventure,Comedy,Fantasy",Kids,PG - Children
Kekkai Sensen & Beyond,7.83,475,"355,320",TV,12,Funimation,Bones,"Action,Comedy,Fantasy,Supernatural",Shounen,R - 17+ (violence & profanity)
Koukaku Kidoutai: Stand Alone Complex,8.43,476,"351,377",TV,26,"Bandai Entertainment,Manga Entertainment",Production I.G,"Action,Sci-Fi",Seinen,R - 17+ (violence & profanity)
Tamako Market,7.39,477,"351,893",TV,12,Sentai Filmworks,Kyoto Animation,"Comedy,Slice of Life",NULL,PG-13 - Teens 13 or older
Bakemono no Ko,8.29,478,"352,677",Movie,1,Funimation,Studio Chizu,"Adventure,Supernatural",NULL,PG-13 - Teens 13 or older
Kami nomi zo Shiru Sekai II,7.91,479,"350,550",TV,12,Sentai Filmworks,Manglobe,"Comedy,Romance,Supernatural",Shounen,PG-13 - Teens 13 or older
Grisaia no Rakuen,7.81,480,"351,411",TV,10,Sentai Filmworks,8bit,"Drama,Romance",NULL,R+ - Mild Nudity
B-gata H-kei,6.9,481,"348,611",TV,12,Funimation,Hal Film Maker,"Comedy,Romance,Ecchi",Seinen,PG-13 - Teens 13 or older
Tate no Yuusha no Nariagari Season 2,N/A,482,"353,836",TV,Unknown,None found,"Kinema Citrus,       DR Movie","Action,Adventure,Drama,Fantasy",NULL,PG-13 - Teens 13 or older
Ore wo Suki nano wa Omae dake ka yo,7.35,483,"350,699",TV,12,Aniplex of America,Connect,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
Tasogare Otome x Amnesia,7.84,484,"348,422",TV,12,Sentai Filmworks,SILVER LINK.,"Horror,Mystery,Romance,Supernatural",Shounen,R - 17+ (violence & profanity)
Durarara!!x2 Ten,7.99,485,"347,830",TV,12,Aniplex of America,Shuka,"Action,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Kore wa Zombie Desu ka? of the Dead,7.53,486,"346,567",TV,10,Funimation,Studio Deen,"Action,Comedy,Supernatural,Ecchi",NULL,R - 17+ (violence & profanity)
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.22,487,"349,386",Movie,1,Aniplex of America,ufotable,"Action,Fantasy,Supernatural",NULL,R - 17+ (violence & profanity)
D-Frag!,7.54,488,"345,635",TV,12,Funimation,Brain's Base,NULL,Seinen,PG-13 - Teens 13 or older
IS: Infinite Stratos 2,6.5,489,"341,610",TV,12,Sentai Filmworks,8bit,"Action,Comedy,Sci-Fi,Ecchi",NULL,PG-13 - Teens 13 or older
Keijo!!!!!!!!,6.97,490,"342,155",TV,12,Funimation,Xebec,"Action,Sports,Ecchi",Shounen,PG-13 - Teens 13 or older
Blood+,7.64,491,"340,239",TV,50,Sony Pictures Entertainment,Production I.G,"Action,Drama,Horror,Mystery,Supernatural",NULL,R - 17+ (violence & profanity)
Rainbow: Nisha Rokubou no Shichinin,8.5,492,"340,300",TV,26,Funimation,Madhouse,"Drama,Suspense",Seinen,R - 17+ (violence & profanity)
Kuroshitsuji: Book of Circus,8.09,493,"340,404",TV,10,Funimation,A-1 Pictures,"Action,Comedy,Mystery,Supernatural",Shounen,R - 17+ (violence & profanity)
Mikakunin de Shinkoukei,7.41,494,"340,255",TV,12,Sentai Filmworks,Doga Kobo,"Comedy,Romance,Slice of Life",NULL,PG-13 - Teens 13 or older
Baka to Test to Shoukanjuu Ni!,7.72,495,"339,143",TV,13,Funimation,SILVER LINK.,"Comedy,Romance",NULL,PG-13 - Teens 13 or older
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,6.99,496,"339,719",TV,13,Sentai Filmworks,Diomedéa,"Comedy,Fantasy,Romance,Ecchi",NULL,PG-13 - Teens 13 or older
Evangelion: 3.0 You Can (Not) Redo,7.61,497,"340,341",Movie,1,Funimation,Khara,"Action,Drama,Sci-Fi",NULL,PG-13 - Teens 13 or older
Ano Natsu de Matteru,7.45,498,"338,667",TV,12,Sentai Filmworks,J.C.Staff,"Comedy,Drama,Romance,Sci-Fi,Slice of Life",NULL,PG-13 - Teens 13 or older
Bokutachi wa Benkyou ga Dekinai,7.31,499,"340,803",TV,13,Aniplex of America,"Silver,       Arvo Animation","Comedy,Romance",Shounen,PG-13 - Teens 13 or older
Bokura wa Minna Kawai-sou,7.69,500,"337,177",TV,12,Sentai Filmworks,Brain's Base,"Comedy,Romance,Slice of Life",Seinen,PG-13 - Teens 13 or older
Hidan no Aria,6.84,501,"336,535",TV,12,Funimation,J.C.Staff,"Action,Comedy,Romance",NULL,PG-13 - Teens 13 or older
Hitsugi no Chaika,7.25,503,"336,076",TV,12,Sentai Filmworks,Bones,"Action,Adventure,Comedy,Fantasy,Romance",NULL,R - 17+ (violence & profanity)
"Komi-san wa, Comyushou desu.",8.41,502,"335,379",TV,Unknown,None found,OLM,"Comedy,Slice of Life",Shounen,PG-13 - Teens 13 or older
Yu☆Gi☆Oh! Duel Monsters,7.46,504,"333,756",TV,224,"4Kids Entertainment,Flatiron Film Company",Gallop,"Action,Adventure,Fantasy",Shounen,PG-13 - Teens 13 or older
Mousou Dairinin,7.68,505,"333,906",TV,13,"Funimation,Geneon Entertainment USA",Madhouse,"Avant Garde,Drama,Mystery,Supernatural,Suspense",NULL,R+ - Mild Nudity
